Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Pass,Parental_Involvement_High,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_High,Access_to_Resources_Low,Access_to_Resources_Medium
13,85,73,3,0,0.0,1.0,0.0,1.0,0.0,0.0
17,88,94,0,0,0.0,0.0,1.0,1.0,0.0,0.0
23,90,78,1,1,0.0,0.0,1.0,1.0,0.0,0.0
19,76,76,0,0,1.0,0.0,0.0,0.0,1.0,0.0
18,69,73,1,0,0.0,0.0,1.0,0.0,1.0,0.0
31,71,66,3,0,0.0,1.0,0.0,1.0,0.0,0.0
17,93,87,1,0,0.0,0.0,1.0,0.0,0.0,1.0
27,91,87,0,0,0.0,1.0,0.0,1.0,0.0,0.0
29,92,63,1,1,0.0,0.0,1.0,0.0,0.0,1.0
19,98,73,3,0,0.0,0.0,1.0,0.0,1.0,0.0
23,63,76,2,0,1.0,0.0,0.0,0.0,0.0,1.0
21,84,98,1,0,0.0,1.0,0.0,1.0,0.0,0.0
22,93,77,0,1,1.0,0.0,0.0,0.0,0.0,1.0
13,81,53,2,0,0.0,0.0,1.0,1.0,0.0,0.0
27,82,67,1,0,0.0,0.0,1.0,0.0,0.0,1.0
12,79,73,2,0,0.0,0.0,1.0,0.0,0.0,1.0
14,77,77,1,0,0.0,0.0,1.0,0.0,0.0,1.0
24,75,94,2,0,0.0,0.0,1.0,0.0,1.0,0.0
22,79,93,0,0,1.0,0.0,0.0,1.0,0.0,0.0
23,80,56,3,0,0.0,0.0,1.0,0.0,1.0,0.0
21,64,73,2,0,0.0,0.0,1.0,0.0,1.0,0.0
27,75,60,4,0,0.0,0.0,1.0,0.0,0.0,1.0
17,97,61,2,0,0.0,0.0,1.0,0.0,0.0,1.0
30,73,70,0,0,1.0,0.0,0.0,0.0,0.0,1.0
26,64,53,2,0,0.0,1.0,0.0,1.0,0.0,0.0
26,71,76,3,0,1.0,0.0,0.0,0.0,0.0,1.0
33,87,77,0,1,0.0,0.0,1.0,1.0,0.0,0.0
19,85,59,0,0,1.0,0.0,0.0,0.0,0.0,1.0
30,70,84,2,1,1.0,0.0,0.0,0.0,1.0,0.0
12,85,82,1,0,0.0,0.0,1.0,1.0,0.0,0.0
32,65,57,2,0,0.0,0.0,1.0,0.0,1.0,0.0
9,78,100,2,0,1.0,0.0,0.0,0.0,0.0,1.0
20,80,77,0,0,0.0,1.0,0.0,0.0,1.0,0.0
12,70,55,2,0,0.0,1.0,0.0,0.0,0.0,1.0
14,81,95,2,0,1.0,0.0,0.0,0.0,0.0,1.0
20,66,90,0,0,0.0,0.0,1.0,0.0,0.0,1.0
12,89,63,4,0,0.0,1.0,0.0,0.0,0.0,1.0
9,69,92,2,0,1.0,0.0,0.0,1.0,0.0,0.0
16,90,100,1,0,0.0,0.0,1.0,0.0,0.0,1.0
17,66,89,1,0,0.0,0.0,1.0,0.0,0.0,1.0
21,75,83,1,0,1.0,0.0,0.0,1.0,0.0,0.0
18,68,89,0,0,1.0,0.0,0.0,0.0,1.0,0.0
23,76,86,1,0,0.0,1.0,0.0,0.0,0.0,1.0
27,63,51,0,0,0.0,0.0,1.0,1.0,0.0,0.0
24,76,59,2,0,0.0,0.0,1.0,0.0,1.0,0.0
19,68,75,1,0,0.0,0.0,1.0,0.0,1.0,0.0
17,82,61,3,0,1.0,0.0,0.0,1.0,0.0,0.0
29,70,97,3,1,0.0,1.0,0.0,1.0,0.0,0.0
22,66,95,1,0,0.0,0.0,1.0,0.0,1.0,0.0
18,99,72,4,1,1.0,0.0,0.0,0.0,0.0,1.0
14,79,51,0,0,0.0,0.0,1.0,0.0,0.0,1.0
18,79,95,1,0,1.0,0.0,0.0,0.0,0.0,1.0
8,67,77,1,0,0.0,1.0,0.0,0.0,1.0,0.0
23,67,69,1,0,1.0,0.0,0.0,1.0,0.0,0.0
17,64,92,0,0,1.0,0.0,0.0,1.0,0.0,0.0
34,64,71,0,0,0.0,0.0,1.0,0.0,0.0,1.0
31,64,81,1,0,1.0,0.0,0.0,0.0,1.0,0.0
30,86,85,2,1,0.0,0.0,1.0,1.0,0.0,0.0
30,64,81,3,0,1.0,0.0,0.0,0.0,0.0,1.0
25,90,96,1,1,0.0,0.0,1.0,0.0,0.0,1.0
28,66,52,0,0,0.0,0.0,1.0,0.0,0.0,1.0
23,64,83,0,0,0.0,0.0,1.0,0.0,1.0,0.0
7,66,68,0,0,1.0,0.0,0.0,0.0,1.0,0.0
15,81,100,1,0,0.0,0.0,1.0,0.0,0.0,1.0
15,73,60,3,0,0.0,0.0,1.0,0.0,0.0,1.0
23,94,83,2,0,0.0,1.0,0.0,0.0,1.0,0.0
27,95,57,1,1,0.0,0.0,1.0,0.0,0.0,1.0
20,68,82,1,0,0.0,0.0,1.0,1.0,0.0,0.0
22,64,77,1,0,1.0,0.0,0.0,0.0,0.0,1.0
18,97,76,0,1,1.0,0.0,0.0,1.0,0.0,0.0
25,98,98,1,1,0.0,1.0,0.0,0.0,0.0,1.0
23,80,57,2,0,1.0,0.0,0.0,0.0,0.0,1.0
18,82,75,0,0,0.0,0.0,1.0,0.0,0.0,1.0
17,68,99,1,0,0.0,0.0,1.0,0.0,0.0,1.0
14,85,53,4,0,0.0,0.0,1.0,0.0,1.0,0.0
15,74,92,1,0,0.0,0.0,1.0,0.0,0.0,1.0
10,66,77,0,0,0.0,0.0,1.0,1.0,0.0,0.0
17,74,50,0,0,0.0,1.0,0.0,0.0,0.0,1.0
16,94,94,2,1,0.0,0.0,1.0,1.0,0.0,0.0
16,77,76,1,0,0.0,1.0,0.0,1.0,0.0,0.0
16,92,66,2,1,0.0,0.0,1.0,0.0,0.0,1.0
26,93,87,1,1,0.0,1.0,0.0,1.0,0.0,0.0
17,82,88,1,0,1.0,0.0,0.0,0.0,0.0,1.0
22,71,65,1,0,0.0,0.0,1.0,0.0,0.0,1.0
23,72,69,2,0,0.0,0.0,1.0,0.0,0.0,1.0
24,80,62,3,0,0.0,1.0,0.0,1.0,0.0,0.0
15,69,62,2,0,0.0,1.0,0.0,0.0,0.0,1.0
13,66,69,2,0,0.0,1.0,0.0,0.0,0.0,1.0
28,81,96,2,1,0.0,0.0,1.0,0.0,0.0,1.0
20,83,79,2,0,0.0,1.0,0.0,0.0,1.0,0.0
19,99,87,1,1,0.0,0.0,1.0,0.0,1.0,0.0
25,60,73,1,0,0.0,0.0,1.0,0.0,1.0,0.0
8,66,83,0,0,1.0,0.0,0.0,1.0,0.0,0.0
16,74,74,4,0,0.0,0.0,1.0,1.0,0.0,0.0
17,70,75,1,0,1.0,0.0,0.0,0.0,0.0,1.0
24,64,65,0,0,0.0,0.0,1.0,0.0,0.0,1.0
15,74,76,1,0,1.0,0.0,0.0,0.0,0.0,1.0
22,85,82,1,1,0.0,0.0,1.0,1.0,0.0,0.0
21,62,54,0,0,1.0,0.0,0.0,0.0,1.0,0.0
13,64,83,1,0,0.0,0.0,1.0,1.0,0.0,0.0
23,97,62,0,1,0.0,0.0,1.0,0.0,1.0,0.0
13,75,100,1,0,0.0,1.0,0.0,1.0,0.0,0.0
15,60,72,2,0,0.0,0.0,1.0,0.0,1.0,0.0
25,71,96,2,0,1.0,0.0,0.0,0.0,0.0,1.0
22,78,69,2,0,0.0,1.0,0.0,1.0,0.0,0.0
21,60,71,0,0,0.0,0.0,1.0,0.0,0.0,1.0
24,63,91,4,0,1.0,0.0,0.0,0.0,1.0,0.0
9,97,57,4,0,0.0,1.0,0.0,0.0,0.0,1.0
25,89,59,1,0,0.0,0.0,1.0,1.0,0.0,0.0
12,61,52,2,0,0.0,0.0,1.0,0.0,1.0,0.0
14,75,52,3,0,1.0,0.0,0.0,0.0,0.0,1.0
22,89,93,2,1,0.0,0.0,1.0,1.0,0.0,0.0
22,98,60,1,1,1.0,0.0,0.0,0.0,0.0,1.0
26,89,59,1,1,0.0,0.0,1.0,0.0,0.0,1.0
21,77,59,3,0,0.0,0.0,1.0,0.0,1.0,0.0
20,76,99,3,0,0.0,0.0,1.0,1.0,0.0,0.0
19,94,76,4,0,0.0,0.0,1.0,0.0,1.0,0.0
28,96,98,1,1,1.0,0.0,0.0,0.0,1.0,0.0
33,74,64,2,1,0.0,0.0,1.0,0.0,0.0,1.0
23,63,79,0,0,0.0,0.0,1.0,0.0,0.0,1.0
23,67,90,2,0,1.0,0.0,0.0,1.0,0.0,0.0
18,91,95,2,1,0.0,1.0,0.0,0.0,0.0,1.0
23,84,56,1,0,0.0,1.0,0.0,0.0,1.0,0.0
10,64,76,1,0,0.0,0.0,1.0,0.0,1.0,0.0
21,79,66,2,0,0.0,0.0,1.0,1.0,0.0,0.0
21,74,52,1,0,0.0,0.0,1.0,0.0,1.0,0.0
11,93,72,2,0,0.0,0.0,1.0,0.0,0.0,1.0
7,73,75,1,0,0.0,0.0,1.0,0.0,0.0,1.0
25,88,98,1,0,0.0,1.0,0.0,0.0,0.0,1.0
18,62,98,3,0,0.0,0.0,1.0,1.0,0.0,0.0
18,97,79,3,1,1.0,0.0,0.0,0.0,1.0,0.0
20,73,91,1,0,0.0,0.0,1.0,0.0,0.0,1.0
22,84,89,2,1,1.0,0.0,0.0,0.0,0.0,1.0
29,70,59,2,0,0.0,0.0,1.0,0.0,1.0,0.0
15,67,80,3,0,1.0,0.0,0.0,0.0,0.0,1.0
16,90,90,2,0,1.0,0.0,0.0,0.0,1.0,0.0
23,74,57,1,0,0.0,0.0,1.0,1.0,0.0,0.0
21,60,93,0,0,0.0,0.0,1.0,1.0,0.0,0.0
26,86,83,2,1,0.0,0.0,1.0,1.0,0.0,0.0
16,94,76,3,1,0.0,0.0,1.0,0.0,0.0,1.0
20,89,95,3,0,0.0,1.0,0.0,0.0,0.0,1.0
17,80,68,0,0,0.0,0.0,1.0,0.0,0.0,1.0
21,100,67,0,1,0.0,0.0,1.0,0.0,0.0,1.0
14,85,75,2,0,0.0,0.0,1.0,0.0,0.0,1.0
14,76,71,1,0,1.0,0.0,0.0,0.0,0.0,1.0
25,82,96,1,0,0.0,0.0,1.0,0.0,0.0,1.0
20,69,96,2,0,0.0,0.0,1.0,0.0,0.0,1.0
16,83,72,1,0,0.0,0.0,1.0,0.0,0.0,1.0
26,82,79,1,0,1.0,0.0,0.0,0.0,1.0,0.0
21,94,99,1,1,0.0,0.0,1.0,1.0,0.0,0.0
22,65,74,2,0,0.0,1.0,0.0,0.0,0.0,1.0
21,93,80,0,1,0.0,0.0,1.0,1.0,0.0,0.0
18,92,68,2,1,0.0,0.0,1.0,0.0,0.0,1.0
13,80,76,0,0,0.0,0.0,1.0,0.0,0.0,1.0
18,88,78,0,0,1.0,0.0,0.0,1.0,0.0,0.0
19,75,98,1,0,1.0,0.0,0.0,0.0,0.0,1.0
23,66,80,1,0,0.0,0.0,1.0,0.0,0.0,1.0
21,70,63,0,0,0.0,1.0,0.0,0.0,1.0,0.0
18,65,60,0,0,0.0,0.0,1.0,1.0,0.0,0.0
33,72,83,3,1,1.0,0.0,0.0,0.0,0.0,1.0
27,97,81,0,1,0.0,1.0,0.0,1.0,0.0,0.0
13,70,96,2,0,0.0,1.0,0.0,0.0,0.0,1.0
23,81,88,1,0,0.0,0.0,1.0,0.0,0.0,1.0
22,91,81,2,0,0.0,0.0,1.0,0.0,1.0,0.0
17,83,92,3,0,0.0,1.0,0.0,0.0,0.0,1.0
15,67,86,1,0,0.0,0.0,1.0,0.0,0.0,1.0
25,76,53,1,0,0.0,0.0,1.0,1.0,0.0,0.0
23,78,94,1,0,1.0,0.0,0.0,0.0,0.0,1.0
27,72,63,1,0,0.0,0.0,1.0,0.0,0.0,1.0
10,97,66,2,0,0.0,0.0,1.0,0.0,0.0,1.0
11,88,73,1,0,0.0,0.0,1.0,0.0,1.0,0.0
33,64,65,0,0,0.0,1.0,0.0,0.0,0.0,1.0
12,80,71,1,0,0.0,1.0,0.0,0.0,1.0,0.0
29,83,77,1,1,0.0,0.0,1.0,0.0,1.0,0.0
5,93,63,2,0,0.0,1.0,0.0,0.0,1.0,0.0
15,68,95,0,0,0.0,0.0,1.0,0.0,0.0,1.0
16,71,72,1,0,1.0,0.0,0.0,1.0,0.0,0.0
22,70,85,0,0,1.0,0.0,0.0,0.0,1.0,0.0
13,100,73,1,0,0.0,0.0,1.0,0.0,1.0,0.0
18,98,62,3,1,1.0,0.0,0.0,0.0,0.0,1.0
21,97,61,0,1,1.0,0.0,0.0,1.0,0.0,0.0
15,60,91,0,0,0.0,1.0,0.0,1.0,0.0,0.0
16,84,53,2,0,0.0,0.0,1.0,1.0,0.0,0.0
15,100,74,2,1,1.0,0.0,0.0,0.0,0.0,1.0
25,95,78,7,1,0.0,1.0,0.0,0.0,0.0,1.0
14,82,96,2,0,1.0,0.0,0.0,0.0,0.0,1.0
19,97,61,2,1,1.0,0.0,0.0,0.0,0.0,1.0
14,80,81,1,0,1.0,0.0,0.0,0.0,0.0,1.0
18,97,88,1,1,0.0,0.0,1.0,1.0,0.0,0.0
29,67,75,3,0,1.0,0.0,0.0,0.0,1.0,0.0
17,95,62,1,0,1.0,0.0,0.0,0.0,0.0,1.0
18,69,62,1,0,0.0,1.0,0.0,1.0,0.0,0.0
17,82,94,1,0,0.0,0.0,1.0,0.0,1.0,0.0
19,69,94,1,0,0.0,0.0,1.0,0.0,0.0,1.0
23,69,86,0,0,1.0,0.0,0.0,0.0,1.0,0.0
22,64,68,2,0,0.0,0.0,1.0,1.0,0.0,0.0
25,71,73,1,0,0.0,0.0,1.0,1.0,0.0,0.0
13,86,59,3,0,0.0,0.0,1.0,1.0,0.0,0.0
27,64,51,1,0,0.0,0.0,1.0,0.0,0.0,1.0
24,79,88,0,0,0.0,1.0,0.0,1.0,0.0,0.0
13,82,88,0,0,0.0,0.0,1.0,0.0,0.0,1.0
16,79,64,4,0,1.0,0.0,0.0,0.0,0.0,1.0
20,67,67,1,0,1.0,0.0,0.0,1.0,0.0,0.0
10,72,89,3,0,0.0,0.0,1.0,0.0,1.0,0.0
23,67,88,1,0,1.0,0.0,0.0,0.0,1.0,0.0
18,71,93,1,0,1.0,0.0,0.0,1.0,0.0,0.0
21,90,60,1,0,0.0,1.0,0.0,0.0,0.0,1.0
18,96,80,1,1,0.0,0.0,1.0,1.0,0.0,0.0
30,71,95,1,1,1.0,0.0,0.0,0.0,0.0,1.0
24,95,86,1,1,0.0,0.0,1.0,1.0,0.0,0.0
19,89,55,1,0,0.0,0.0,1.0,0.0,0.0,1.0
14,78,69,0,0,1.0,0.0,0.0,0.0,0.0,1.0
13,88,61,4,0,1.0,0.0,0.0,0.0,1.0,0.0
26,69,87,2,0,1.0,0.0,0.0,0.0,1.0,0.0
17,86,94,2,1,1.0,0.0,0.0,1.0,0.0,0.0
13,92,77,2,1,1.0,0.0,0.0,1.0,0.0,0.0
16,61,78,2,0,0.0,0.0,1.0,1.0,0.0,0.0
21,71,90,3,0,0.0,0.0,1.0,1.0,0.0,0.0
24,69,67,2,0,0.0,0.0,1.0,1.0,0.0,0.0
11,69,65,0,0,0.0,1.0,0.0,0.0,0.0,1.0
20,68,98,0,0,0.0,1.0,0.0,0.0,0.0,1.0
24,76,67,2,0,0.0,0.0,1.0,0.0,0.0,1.0
26,79,52,1,0,0.0,0.0,1.0,1.0,0.0,0.0
16,81,85,2,0,0.0,0.0,1.0,1.0,0.0,0.0
31,61,84,2,0,1.0,0.0,0.0,0.0,0.0,1.0
16,99,73,1,1,1.0,0.0,0.0,0.0,0.0,1.0
29,74,69,1,0,0.0,0.0,1.0,1.0,0.0,0.0
33,64,76,2,0,0.0,0.0,1.0,0.0,1.0,0.0
2,99,52,0,0,0.0,0.0,1.0,0.0,1.0,0.0
25,71,74,4,0,0.0,0.0,1.0,0.0,1.0,0.0
24,85,83,1,1,0.0,0.0,1.0,0.0,0.0,1.0
17,77,96,1,0,1.0,0.0,0.0,0.0,0.0,1.0
21,94,100,0,1,1.0,0.0,0.0,0.0,0.0,1.0
19,74,89,0,0,0.0,0.0,1.0,0.0,1.0,0.0
28,64,78,3,0,1.0,0.0,0.0,0.0,1.0,0.0
18,86,62,4,0,0.0,1.0,0.0,0.0,0.0,1.0
26,65,74,2,0,1.0,0.0,0.0,0.0,1.0,0.0
19,85,98,2,0,0.0,1.0,0.0,0.0,1.0,0.0
14,80,93,3,0,0.0,1.0,0.0,0.0,0.0,1.0
25,70,85,1,0,0.0,0.0,1.0,0.0,0.0,1.0
32,85,63,2,0,0.0,0.0,1.0,0.0,1.0,0.0
13,63,65,2,0,1.0,0.0,0.0,0.0,0.0,1.0
11,68,91,3,0,0.0,0.0,1.0,0.0,0.0,1.0
13,60,64,1,0,1.0,0.0,0.0,0.0,1.0,0.0
24,66,89,0,0,0.0,0.0,1.0,1.0,0.0,0.0
21,100,79,2,1,0.0,1.0,0.0,0.0,0.0,1.0
33,61,99,2,1,0.0,0.0,1.0,0.0,0.0,1.0
20,71,56,5,0,0.0,1.0,0.0,1.0,0.0,0.0
24,66,74,0,0,0.0,1.0,0.0,1.0,0.0,0.0
29,99,55,0,1,0.0,0.0,1.0,0.0,0.0,1.0
15,70,85,0,0,1.0,0.0,0.0,1.0,0.0,0.0
16,75,83,1,0,1.0,0.0,0.0,0.0,1.0,0.0
24,67,87,0,0,0.0,0.0,1.0,1.0,0.0,0.0
27,74,64,1,0,0.0,0.0,1.0,0.0,1.0,0.0
33,74,88,2,1,0.0,0.0,1.0,0.0,0.0,1.0
17,96,87,0,1,0.0,0.0,1.0,1.0,0.0,0.0
9,69,80,1,0,0.0,1.0,0.0,0.0,0.0,1.0
25,64,53,1,0,0.0,0.0,1.0,0.0,0.0,1.0
26,68,96,1,0,0.0,0.0,1.0,1.0,0.0,0.0
23,64,55,0,0,0.0,0.0,1.0,1.0,0.0,0.0
30,79,60,1,0,0.0,0.0,1.0,1.0,0.0,0.0
16,76,55,1,0,1.0,0.0,0.0,1.0,0.0,0.0
24,80,89,1,0,0.0,0.0,1.0,0.0,0.0,1.0
24,84,82,1,0,0.0,0.0,1.0,0.0,0.0,1.0
20,92,86,0,0,0.0,0.0,1.0,0.0,1.0,0.0
16,82,82,1,0,0.0,0.0,1.0,0.0,0.0,1.0
17,87,68,2,0,0.0,0.0,1.0,1.0,0.0,0.0
20,81,69,1,0,0.0,0.0,1.0,0.0,1.0,0.0
16,77,92,5,1,0.0,0.0,1.0,0.0,0.0,1.0
24,72,61,3,0,1.0,0.0,0.0,1.0,0.0,0.0
15,78,75,1,0,1.0,0.0,0.0,1.0,0.0,0.0
23,98,52,2,1,0.0,0.0,1.0,1.0,0.0,0.0
22,71,57,1,0,0.0,0.0,1.0,0.0,1.0,0.0
12,86,76,2,0,1.0,0.0,0.0,0.0,0.0,1.0
7,96,50,1,0,1.0,0.0,0.0,0.0,1.0,0.0
21,76,74,2,0,0.0,0.0,1.0,0.0,0.0,1.0
16,77,69,1,0,0.0,0.0,1.0,0.0,1.0,0.0
24,61,80,0,0,0.0,0.0,1.0,0.0,0.0,1.0
14,85,87,0,0,0.0,0.0,1.0,1.0,0.0,0.0
25,97,85,3,1,0.0,1.0,0.0,1.0,0.0,0.0
18,75,83,2,0,1.0,0.0,0.0,0.0,0.0,1.0
23,90,53,2,1,0.0,0.0,1.0,1.0,0.0,0.0
25,87,76,1,1,0.0,0.0,1.0,1.0,0.0,0.0
21,89,87,3,1,0.0,1.0,0.0,0.0,0.0,1.0
29,67,72,0,0,0.0,1.0,0.0,1.0,0.0,0.0
23,94,78,2,1,0.0,0.0,1.0,0.0,1.0,0.0
26,67,75,2,0,0.0,0.0,1.0,0.0,0.0,1.0
18,73,74,3,0,0.0,0.0,1.0,0.0,0.0,1.0
21,81,51,0,0,1.0,0.0,0.0,0.0,0.0,1.0
21,60,62,2,0,1.0,0.0,0.0,0.0,0.0,1.0
15,64,67,2,0,1.0,0.0,0.0,0.0,0.0,1.0
30,87,59,2,0,0.0,1.0,0.0,0.0,0.0,1.0
12,65,65,2,0,0.0,1.0,0.0,0.0,0.0,1.0
23,75,61,2,0,0.0,1.0,0.0,0.0,1.0,0.0
19,62,90,2,0,0.0,0.0,1.0,0.0,0.0,1.0
16,69,54,4,0,0.0,0.0,1.0,1.0,0.0,0.0
23,91,71,5,1,0.0,0.0,1.0,0.0,1.0,0.0
20,68,96,0,0,0.0,0.0,1.0,1.0,0.0,0.0
28,82,80,1,0,0.0,0.0,1.0,0.0,0.0,1.0
13,84,94,3,0,0.0,0.0,1.0,0.0,0.0,1.0
18,79,81,1,0,0.0,0.0,1.0,0.0,0.0,1.0
26,89,72,1,0,0.0,0.0,1.0,0.0,0.0,1.0
18,85,74,3,0,1.0,0.0,0.0,0.0,0.0,1.0
11,76,83,3,0,0.0,1.0,0.0,0.0,0.0,1.0
7,69,88,0,0,0.0,1.0,0.0,0.0,0.0,1.0
10,88,60,1,0,0.0,1.0,0.0,0.0,0.0,1.0
19,76,53,2,0,0.0,0.0,1.0,0.0,0.0,1.0
22,78,61,2,0,0.0,0.0,1.0,1.0,0.0,0.0
16,86,63,2,0,0.0,1.0,0.0,0.0,0.0,1.0
19,75,88,0,0,0.0,0.0,1.0,1.0,0.0,0.0
19,68,72,2,0,0.0,1.0,0.0,1.0,0.0,0.0
24,64,90,0,0,0.0,0.0,1.0,0.0,0.0,1.0
19,99,72,3,1,0.0,0.0,1.0,0.0,0.0,1.0
18,93,85,0,1,0.0,0.0,1.0,1.0,0.0,0.0
21,85,61,2,0,1.0,0.0,0.0,0.0,0.0,1.0
17,67,51,3,0,1.0,0.0,0.0,0.0,0.0,1.0
23,66,94,1,0,0.0,1.0,0.0,0.0,1.0,0.0
19,94,75,2,1,1.0,0.0,0.0,0.0,1.0,0.0
15,65,93,2,0,0.0,0.0,1.0,1.0,0.0,0.0
11,86,84,0,0,0.0,0.0,1.0,1.0,0.0,0.0
19,92,52,3,1,1.0,0.0,0.0,0.0,0.0,1.0
25,94,76,1,0,0.0,0.0,1.0,0.0,1.0,0.0
15,67,83,3,0,0.0,1.0,0.0,0.0,0.0,1.0
13,60,66,1,0,0.0,0.0,1.0,0.0,0.0,1.0
18,94,79,2,1,1.0,0.0,0.0,0.0,1.0,0.0
26,77,100,1,1,0.0,0.0,1.0,0.0,0.0,1.0
30,86,52,2,0,0.0,0.0,1.0,0.0,1.0,0.0
12,95,87,0,0,0.0,0.0,1.0,0.0,0.0,1.0
15,76,79,4,0,1.0,0.0,0.0,1.0,0.0,0.0
21,75,79,0,0,0.0,1.0,0.0,1.0,0.0,0.0
15,98,80,2,0,1.0,0.0,0.0,0.0,1.0,0.0
25,94,86,2,1,1.0,0.0,0.0,0.0,0.0,1.0
17,99,67,2,0,0.0,0.0,1.0,0.0,0.0,1.0
14,74,95,1,0,0.0,0.0,1.0,1.0,0.0,0.0
25,66,55,4,1,1.0,0.0,0.0,0.0,0.0,1.0
16,68,85,1,0,0.0,1.0,0.0,0.0,0.0,1.0
23,62,85,1,0,0.0,1.0,0.0,1.0,0.0,0.0
25,67,65,1,0,1.0,0.0,0.0,0.0,0.0,1.0
23,90,51,0,0,1.0,0.0,0.0,0.0,0.0,1.0
27,64,67,0,0,0.0,0.0,1.0,1.0,0.0,0.0
10,95,93,0,0,0.0,0.0,1.0,1.0,0.0,0.0
12,96,65,2,0,0.0,0.0,1.0,0.0,0.0,1.0
15,99,73,1,0,1.0,0.0,0.0,0.0,0.0,1.0
25,72,78,8,0,0.0,1.0,0.0,0.0,1.0,0.0
31,61,79,0,0,0.0,0.0,1.0,0.0,0.0,1.0
27,92,62,0,1,1.0,0.0,0.0,0.0,0.0,1.0
14,62,65,3,0,1.0,0.0,0.0,1.0,0.0,0.0
27,88,90,3,1,0.0,0.0,1.0,0.0,0.0,1.0
11,67,52,3,0,0.0,0.0,1.0,1.0,0.0,0.0
19,65,54,0,0,0.0,0.0,1.0,1.0,0.0,0.0
21,83,64,2,0,1.0,0.0,0.0,1.0,0.0,0.0
30,95,90,3,1,0.0,0.0,1.0,0.0,0.0,1.0
11,67,54,0,0,0.0,0.0,1.0,0.0,0.0,1.0
19,62,89,3,0,0.0,0.0,1.0,0.0,1.0,0.0
17,99,86,1,1,0.0,0.0,1.0,0.0,0.0,1.0
13,85,84,0,0,0.0,1.0,0.0,1.0,0.0,0.0
20,80,89,0,0,0.0,1.0,0.0,0.0,0.0,1.0
24,91,55,0,0,0.0,0.0,1.0,0.0,0.0,1.0
23,92,72,0,0,0.0,0.0,1.0,1.0,0.0,0.0
19,66,59,1,0,1.0,0.0,0.0,1.0,0.0,0.0
17,67,62,0,0,0.0,1.0,0.0,0.0,0.0,1.0
19,85,53,1,0,0.0,0.0,1.0,0.0,0.0,1.0
16,68,83,2,0,0.0,0.0,1.0,1.0,0.0,0.0
17,74,56,1,0,0.0,0.0,1.0,0.0,0.0,1.0
23,68,55,1,0,1.0,0.0,0.0,0.0,0.0,1.0
28,100,72,1,1,1.0,0.0,0.0,0.0,1.0,0.0
25,91,74,1,1,0.0,0.0,1.0,0.0,0.0,1.0
17,61,58,1,0,0.0,1.0,0.0,0.0,1.0,0.0
31,91,84,2,1,1.0,0.0,0.0,0.0,0.0,1.0
13,61,73,2,0,0.0,1.0,0.0,0.0,1.0,0.0
21,96,87,0,1,0.0,0.0,1.0,0.0,0.0,1.0
28,78,73,2,1,1.0,0.0,0.0,0.0,0.0,1.0
15,77,78,0,0,0.0,0.0,1.0,1.0,0.0,0.0
24,86,91,0,1,0.0,0.0,1.0,1.0,0.0,0.0
20,94,89,0,0,0.0,0.0,1.0,0.0,0.0,1.0
19,69,72,1,0,0.0,0.0,1.0,0.0,1.0,0.0
20,60,73,0,0,0.0,0.0,1.0,0.0,1.0,0.0
8,80,86,2,0,1.0,0.0,0.0,0.0,0.0,1.0
14,68,79,2,0,1.0,0.0,0.0,1.0,0.0,0.0
18,95,94,6,1,0.0,0.0,1.0,1.0,0.0,0.0
23,86,100,0,0,0.0,1.0,0.0,0.0,0.0,1.0
17,65,75,2,0,0.0,1.0,0.0,1.0,0.0,0.0
18,71,80,1,0,0.0,1.0,0.0,0.0,1.0,0.0
17,60,97,1,0,0.0,0.0,1.0,0.0,0.0,1.0
22,89,89,0,1,1.0,0.0,0.0,1.0,0.0,0.0
29,92,58,2,1,0.0,0.0,1.0,1.0,0.0,0.0
20,71,62,2,0,0.0,1.0,0.0,1.0,0.0,0.0
11,84,81,1,0,1.0,0.0,0.0,0.0,0.0,1.0
31,78,97,0,1,1.0,0.0,0.0,1.0,0.0,0.0
19,82,67,0,0,0.0,0.0,1.0,0.0,0.0,1.0
15,83,89,1,0,0.0,0.0,1.0,1.0,0.0,0.0
23,92,54,3,1,0.0,0.0,1.0,0.0,1.0,0.0
18,66,92,2,0,1.0,0.0,0.0,0.0,0.0,1.0
22,67,70,2,0,0.0,0.0,1.0,1.0,0.0,0.0
19,98,87,0,1,0.0,0.0,1.0,0.0,0.0,1.0
16,96,58,2,1,1.0,0.0,0.0,0.0,0.0,1.0
21,88,93,4,1,0.0,0.0,1.0,1.0,0.0,0.0
25,75,82,3,0,0.0,1.0,0.0,0.0,1.0,0.0
20,80,86,1,0,0.0,1.0,0.0,0.0,0.0,1.0
22,70,53,3,0,0.0,0.0,1.0,1.0,0.0,0.0
20,96,65,0,1,1.0,0.0,0.0,0.0,0.0,1.0
17,77,54,3,0,0.0,0.0,1.0,0.0,0.0,1.0
25,100,85,1,1,1.0,0.0,0.0,0.0,1.0,0.0
24,62,83,1,0,0.0,0.0,1.0,1.0,0.0,0.0
4,76,90,2,0,0.0,0.0,1.0,0.0,0.0,1.0
13,64,77,0,0,0.0,0.0,1.0,0.0,1.0,0.0
23,67,63,3,0,0.0,0.0,1.0,0.0,0.0,1.0
26,67,77,2,0,0.0,1.0,0.0,0.0,0.0,1.0
